t_s,phase,cmd_erpm,actual_erpm,gnss_vx,gnss_vy,gnss_vz,gnss_speed_xy,odom_x,odom_y,estop,ready,feedback
5.356480104000184,run,-1000.0,-946.0,-0.049,-0.248,-0.03,0.2527943828489866,0.4252798112823761,0.0,False,True,True
5.397122416999991,run,-1000.0,-952.0,-0.049,-0.248,-0.03,0.2527943828489866,0.4181390351453761,0.0,False,True,True
5.440907543000321,run,-1000.0,-958.0,0.047,-0.254,-0.083,0.2583118270617898,0.4132877792813761,0.0,False,True,True
5.482619733999854,run,-1000.0,-975.0,0.047,-0.254,-0.083,0.2583118270617898,0.4085468132040011,0.0,False,True,True
5.536467154000093,run,-1000.0,-969.0,-0.05,-0.182,0.002,0.18874321179846443,0.4037024101275011,0.0,False,True,True
5.5772652030000245,run,-1000.0,-1006.0,-0.05,-0.182,0.002,0.18874321179846443,0.3963623538153761,0.0,False,True,True
5.621297018000405,run,-1000.0,-1019.0,-0.05,-0.182,0.002,0.18874321179846443,0.3912999721136261,0.0,False,True,True
5.6616124910005965,run,-1000.0,-1038.0,0.023,-0.263,0.029,0.264003787851614,0.3861658089682511,0.0,False,True,True
5.703303603000677,run,-1000.0,-1025.0,0.023,-0.263,0.029,0.264003787851614,0.3810636240672511,0.0,False,True,True
5.756494394000583,run,-1000.0,-987.0,0.053,-0.214,0.031,0.2204654167891191,0.37588854051725107,0.0,False,True,True
5.797143218000201,run,-1000.0,-981.0,0.053,-0.214,0.031,0.2204654167891191,0.36847375088462603,0.0,False,True,True
5.840372888999809,run,-1000.0,-975.0,-0.111,-0.231,-0.071,0.2562849976100825,0.36353570405275104,0.0,False,True,True
5.883099190000394,run,-1000.0,-981.0,-0.111,-0.231,-0.071,0.2562849976100825,0.35865218980525104,0.0,False,True,True
5.936637056000109,run,-1000.0,-969.0,-0.01,-0.214,-0.063,0.21423351745233518,0.353721159467126,0.0,False,True,True
5.977433228999871,run,-1000.0,-963.0,-0.01,-0.214,-0.063,0.21423351745233518,0.346357711752251,0.0,False,True,True
6.021398918000159,run,-1000.0,-993.0,-0.01,-0.214,-0.063,0.21423351745233518,0.341510338745501,0.0,False,True,True
6.061600746000295,run,-1000.0,-993.0,0.002,-0.235,-0.064,0.235008510484195,0.33656722932062605,0.0,False,True,True
6.116702387999794,run,-1000.0,-969.0,0.002,-0.235,-0.064,0.235008510484195,0.32920172140975107,0.0,False,True,True
6.15697488800015,run,-1000.0,-987.0,-0.052,-0.213,-0.012,0.2192555586524547,0.3267324732872511,0.0,False,True,True
6.197117835000427,run,-1000.0,-981.0,-0.052,-0.213,-0.012,0.2192555586524547,0.31943910943037607,0.0,False,True,True
6.239159753000422,run,-1000.0,-969.0,-0.019,-0.226,-0.05,0.22679726629745783,0.314570199843251,0.0,False,True,True
6.281649319999815,run,-1000.0,-969.0,-0.019,-0.226,-0.05,0.22679726629745783,0.30968686474975105,0.0,False,True,True
6.336567891999948,run,-1000.0,-963.0,-0.003,-0.159,0.003,0.15902829936838286,0.30489018877975105,0.0,False,True,True
6.376947472000211,run,-1000.0,-958.0,-0.003,-0.159,0.003,0.15902829936838286,0.30006088978162604,0.0,False,True,True
6.417837355999836,run,-1000.0,-963.0,-0.003,-0.159,0.003,0.15902829936838286,0.292872072634001,0.0,False,True,True
6.461693701000513,run,-1000.0,-941.0,-0.016,-0.184,-0.05,0.18469434208984312,0.28809786340187604,0.0,False,True,True
6.502016004999859,run,-1000.0,-909.0,-0.016,-0.184,-0.05,0.18469434208984312,0.28347724768925103,0.0,False,True,True
6.556516764000662,run,-1000.0,-842.0,-0.043,-0.149,-0.031,0.1550806241927082,0.27900102282425104,0.0,False,True,True
6.596848081000644,run,-1000.0,-888.0,-0.043,-0.149,-0.031,0.1550806241927082,0.27273033036675104,0.0,False,True,True
6.641190699000617,run,-1000.0,-869.0,0.065,-0.171,0.008,0.18293714767646294,0.26833035285662604,0.0,False,True,True
6.682100369000182,run,-1000.0,-874.0,0.065,-0.171,0.008,0.18293714767646294,0.26404622683487605,0.0,False,True,True
6.736505599999873,run,-1000.0,-898.0,-0.02,-0.246,-0.056,0.24681166909204272,0.259663894768751,0.0,False,True,True
