wall_time,ros_ns,state,segment,imu_yaw_deg,inertial_yaw_deg,validated_yaw_deg,validated_ok,neo_yaw_deg,gyro_x_rps,gyro_y_rps,gyro_z_rps,gyro_norm_rps,acc_x,acc_y,acc_z,acc_norm,yah_mag_x_ut,yah_mag_y_ut,yah_mag_z_ut,yah_mag_norm_ut,neo_mag_x_ut,neo_mag_y_ut,neo_mag_z_ut,neo_mag_norm_ut
1788873748.5075355,1788873748505105986,STATIC_CANDIDATE,0,-160.97654366825608,nan,nan,0,nan,-0.0,-0.0,-0.0,0.0,1.2295205769377306,0.2689378314727585,9.735793310375957,9.816808024438076,5.4,-573.5999999999999,516.9,772.1604302215958,50.699999999999996,1.5,48.9,70.45530498124324
1788873748.5276966,1788873748525122928,STATIC_CANDIDATE,0,-160.97654366825608,nan,nan,0,nan,-0.0,-0.0,-0.0,0.0,1.2343089802580431,0.2593610248321335,9.731004907055645,9.812402524412086,4.8999999999999995,-573.7,517.9,772.9010997533902,50.4,1.5,48.9,70.2397323457315
1788873748.5487607,1788873748545396504,STATIC_CANDIDATE,0,-160.97654366825608,nan,nan,0,nan,-0.0,-0.0,-0.0,0.0,1.2390973835783556,0.264149428152446,9.726216503735332,9.808385429004996,5.6,-574.1,515.5,771.5973172581666,50.4,1.5,48.9,70.2397323457315
1788873748.5690122,1788873748565111369,STATIC_CANDIDATE,0,-160.97654366825608,nan,nan,0,nan,-0.0,-0.0,-0.0,0.0,1.2295205769377306,0.25457262151182103,9.716639697094706,9.797429003156562,4.4,-574.3000000000001,516.6999999999999,772.5404455431443,50.4,1.5,48.9,70.2397323457315
1788873748.5892763,1788873748585356998,STATIC_CANDIDATE,0,-160.97654366825608,nan,nan,0,nan,-0.0,-0.0,-0.0,0.0,1.2343089802580431,0.25457262151182103,9.726216503735332,9.807528401993164,3.5,-574.1999999999999,516.9,772.5953015647972,50.4,1.5,48.0,69.61616191661244
1788873748.6087892,1788873748605065402,STATIC_CANDIDATE,0,-160.97654366825608,nan,nan,0,nan,-0.0,-0.0,-0.0,0.0,1.2390973835783556,0.2593610248321335,9.716639697094706,9.798761017105653,4.4,-574.0,515.8,771.7156211973423,50.4,1.5,48.0,69.61616191661244
1788873748.6479495,1788873748645156738,STATIC_CANDIDATE,0,-160.97654366825608,nan,nan,0,nan,-0.0,-0.0,-0.0,0.0,1.2247321736174182,0.25457262151182103,9.72142810041502,9.801578466158185,4.1,-572.6999999999999,516.4999999999999,771.2161499865001,50.4,1.7999999999999998,48.3,69.83043748967924
1788873748.671,1788873748665112633,STATIC_CANDIDATE,0,-160.97654366825608,nan,nan,0,nan,-0.0,-0.0,-0.0,0.0,1.2295205769377306,0.2593610248321335,9.716639697094706,9.797554592523175,3.8,-572.6999999999999,516.4,771.1476447477486,50.4,1.7999999999999998,48.3,69.83043748967924
1788873748.6877937,1788873748685400205,STATIC_CANDIDATE,0,-160.97654366825608,nan,nan,0,nan,-0.0,-0.0,-0.0,0.0,1.2438857868986681,0.2593610248321335,9.72142810041502,9.804115681875102,4.199999999999999,-573.5999999999999,517.8,772.7557440744132,50.4,1.7999999999999998,48.3,69.83043748967924
1788873748.7067795,1788873748705088209,STATIC_CANDIDATE,0,-160.97654366825608,nan,nan,0,nan,-0.0,-0.0,-0.0,0.0,1.2343089802580431,0.25457262151182103,9.72142810041502,9.802779717504002,3.9,-573.3,517.4,772.2634654054275,50.699999999999996,1.7999999999999998,48.6,70.25446605020922
1788873748.7273328,1788873748725072712,STATIC_CANDIDATE,0,-160.97654366825608,nan,nan,0,nan,-0.0,-0.0,-0.0,0.0,1.2295205769377306,0.264149428152446,9.726216503735332,9.807180188364038,3.5,-573.5999999999999,517.8,772.752256547983,50.699999999999996,1.7999999999999998,48.6,70.25446605020922
1788873748.7483046,1788873748745104442,STATIC_CANDIDATE,0,-160.97654366825608,nan,nan,0,nan,-0.0,-0.0,-0.0,0.0,1.2343089802580431,0.2689378314727585,9.716639697094706,9.798414831956219,3.8,-573.9,516.8,772.3068625876633,50.699999999999996,1.7999999999999998,48.6,70.25446605020922
1788873748.7679522,1788873748765093869,STATIC_CANDIDATE,0,-160.97654366825608,nan,nan,0,nan,-0.0,-0.0,-0.0,0.0,1.2438857868986681,0.25457262151182103,9.72142810041502,9.803990176556212,4.6,-572.5,517.0,771.4054770352618,50.4,1.5,49.8,70.86924579815987
