state,segment,yah_mag_x_lsb,yah_mag_y_lsb,yah_mag_z_lsb,neo_mag_x_ut,neo_mag_y_ut,neo_mag_z_ut
STATIC_1,1,3859.0,897.0,3988.0,25.8545,-1.80511,-28.9062
STATIC_1,1,3855.0,904.0,4007.0,25.8545,-2.00958,-29.1748
STATIC_1,1,3858.0,884.0,4004.0,25.8057,-1.79596,-28.9062
STATIC_1,1,3844.0,899.0,4028.0,25.8545,-2.01721,-29.1504
STATIC_1,1,3848.0,890.0,4006.0,25.8545,-1.98364,-29.1504
STATIC_1,1,3859.0,899.0,4008.0,25.8545,-2.11182,-29.1748
STATIC_1,1,3855.0,887.0,3983.0,25.8545,-1.98059,-29.1992
STATIC_1,1,3848.0,897.0,3987.0,25.8301,-2.0401,-29.1016
STATIC_1,1,3850.0,895.0,3993.0,25.8301,-1.98975,-29.126
STATIC_1,1,3847.0,886.0,3984.0,25.8301,-1.96075,-29.1504
STATIC_1,1,3849.0,891.0,4001.0,25.8545,-1.96075,-29.1016
STATIC_1,1,3834.0,894.0,3987.0,25.8789,-1.96381,-29.1748
STATIC_1,1,3849.0,902.0,4021.0,25.8301,-1.76392,-28.9307
STATIC_1,1,3862.0,890.0,3985.0,25.8301,-2.00958,-29.126
STATIC_1,1,3848.0,898.0,3995.0,25.8057,-1.77765,-28.9795
STATIC_1,1,3835.0,918.0,4010.0,25.8301,-2.05841,-29.2236
STATIC_1,1,3852.0,891.0,4003.0,25.8057,-1.75629,-28.9062
STATIC_1,1,3855.0,895.0,4000.0,25.8545,-1.90735,-29.0771
STATIC_1,1,3869.0,889.0,4008.0,25.8057,-1.80817,-28.9307
STATIC_1,1,3869.0,889.0,4006.0,25.8545,-1.96686,-29.1748
STATIC_1,1,3849.0,888.0,3995.0,25.8545,-2.005,-29.1504
STATIC_1,1,3856.0,900.0,3977.0,25.8301,-1.97296,-29.1016
STATIC_1,1,3856.0,888.0,4013.0,25.8545,-1.99585,-29.1748
STATIC_1,1,3837.0,899.0,3989.0,25.8301,-1.96686,-29.126
STATIC_1,1,3857.0,904.0,3970.0,25.8789,-2.01263,-29.1504
STATIC_1,1,3843.0,894.0,4000.0,25.8301,-1.94702,-29.1016
STATIC_1,1,3841.0,909.0,4010.0,25.8301,-2.005,-29.126
STATIC_1,1,3848.0,891.0,3977.0,25.8301,-1.78223,-28.9795
STATIC_1,1,3846.0,890.0,4009.0,25.8301,-1.85394,-29.0283
STATIC_1,1,3838.0,895.0,4004.0,25.8057,-1.76392,-28.9062
STATIC_1,1,3861.0,883.0,3989.0,25.8545,-1.93634,-29.1504
STATIC_1,1,3843.0,882.0,3972.0,25.7812,-1.75171,-28.8818
STATIC_1,1,3850.0,904.0,4001.0,25.8545,-1.98364,-29.1504
STATIC_1,1,3852.0,889.0,4017.0,25.8057,-1.79596,-28.833
STATIC_1,1,3862.0,896.0,4001.0,25.8545,-2.0462,-29.1504
STATIC_1,1,3856.0,900.0,3990.0,25.8545,-1.93329,-29.1504
STATIC_1,1,3843.0,902.0,4015.0,25.8301,-1.98212,-29.0771
STATIC_1,1,3851.0,879.0,4039.0,25.8545,-1.98212,-29.1504
STATIC_1,1,3858.0,889.0,4029.0,25.8545,-1.96075,-29.1748
STATIC_1,1,3857.0,887.0,4006.0,25.8545,-2.02637,-29.1748
STATIC_1,1,3836.0,887.0,4014.0,25.8545,-1.95618,-29.1504
STATIC_1,1,3836.0,893.0,4007.0,25.8301,-2.00348,-29.1504
STATIC_1,1,3839.0,905.0,4018.0,25.8301,-1.87988,-29.0039
STATIC_1,1,3842.0,882.0,4005.0,25.8545,-1.86615,-29.0283
STATIC_1,1,3850.0,898.0,4017.0,25.8545,-1.99585,-29.0283
STATIC_1,1,3853.0,884.0,4011.0,25.8545,-1.97601,-29.1016
STATIC_1,1,3840.0,876.0,4027.0,25.8545,-1.9516,-29.126
STATIC_1,1,3849.0,886.0,4028.0,25.8545,-2.05841,-29.2725
STATIC_1,1,3854.0,894.0,4051.0,25.8545,-1.98212,-29.1504
STATIC_1,1,3834.0,891.0,4012.0,25.8545,-2.005,-29.1992
STATIC_1,1,3847.0,885.0,4016.0,25.8789,-2.05383,-29.1992
STATIC_1,1,3832.0,903.0,4002.0,25.8789,-2.00043,-29.2236
STATIC_1,1,3835.0,897.0,3979.0,25.8545,-2.0462,-29.1748
STATIC_1,1,3873.0,890.0,4010.0,25.8789,-2.02179,-29.2236
STATIC_1,1,3857.0,902.0,4021.0,25.8545,-2.02637,-29.1992
STATIC_1,1,3867.0,898.0,4000.0,25.8545,-2.06146,-29.248
STATIC_1,1,3859.0,883.0,4029.0,25.8789,-2.0752,-29.248
STATIC_1,1,3855.0,887.0,4018.0,25.8545,-2.03552,-29.1748
STATIC_1,1,3868.0,880.0,4018.0,25.8545,-1.79596,-28.9795
STATIC_1,1,3851.0,868.0,4009.0,25.8545,-2.00043,-29.126
STATIC_1,1,3852.0,865.0,4031.0,25.8301,-1.84021,-28.9307
STATIC_1,1,3844.0,883.0,4034.0,25.8545,-2.02637,-29.1748
STATIC_1,1,3839.0,857.0,4002.0,25.8545,-1.86615,-29.0039
STATIC_1,1,3835.0,889.0,4006.0,25.8545,-2.00958,-29.1504
STATIC_1,1,3835.0,883.0,3997.0,25.8545,-1.93787,-29.0283
STATIC_1,1,3844.0,883.0,3989.0,25.8545,-1.99585,-29.1748
STATIC_1,1,3846.0,887.0,3998.0,25.8545,-2.02637,-29.1992
STATIC_1,1,3856.0,878.0,3978.0,25.8545,-1.96838,-29.0771
STATIC_1,1,3843.0,886.0,3993.0,25.8789,-2.02179,-29.1748
STATIC_1,1,3840.0,881.0,4020.0,25.8545,-1.99585,-29.1504
STATIC_1,1,3839.0,882.0,4008.0,25.8545,-2.03552,-29.126
STATIC_1,1,3834.0,894.0,4006.0,25.8545,-2.00958,-29.1748
STATIC_1,1,3848.0,889.0,4002.0,25.8545,-2.0401,-29.1748
STATIC_1,1,3846.0,889.0,3984.0,25.8545,-1.98669,-29.1504
STATIC_1,1,3849.0,892.0,4010.0,25.8301,-1.83563,-29.0527
STATIC_1,1,3838.0,887.0,4011.0,25.8545,-2.00043,-29.126
STATIC_1,1,3839.0,890.0,3986.0,25.8545,-1.80511,-29.0039
STATIC_1,1,3850.0,890.0,3993.0,25.8301,-1.89819,-29.0039
STATIC_1,1,3844.0,902.0,4009.0,25.8301,-1.83563,-29.0039
STATIC_1,1,3845.0,890.0,4001.0,25.8545,-1.94244,-29.1016
STATIC_1,1,3841.0,901.0,4007.0,25.8301,-2.02026,-29.1504
STATIC_1,1,3848.0,910.0,4006.0,25.8545,-2.05841,-29.1748
STATIC_1,1,3847.0,892.0,3988.0,25.8789,-2.02637,-29.1748
STATIC_1,1,3824.0,889.0,4006.0,25.8789,-1.96838,-29.126
STATIC_1,1,3843.0,877.0,4030.0,25.8789,-1.9928,-29.1992
STATIC_1,1,3844.0,878.0,3997.0,25.8545,-2.0401,-29.1748
STATIC_1,1,3846.0,882.0,4010.0,25.8545,-1.96991,-29.1016
STATIC_1,1,3839.0,891.0,4002.0,25.8789,-2.005,-29.1992
STATIC_1,1,3843.0,879.0,4012.0,25.8545,-2.01263,-29.126
STATIC_1,1,3839.0,871.0,4013.0,25.8545,-1.83105,-29.0039
STATIC_1,1,3859.0,864.0,3997.0,25.8545,-2.01263,-29.1504
STATIC_1,1,3851.0,875.0,4007.0,25.8057,-1.85852,-28.9795
STATIC_1,1,3840.0,859.0,4010.0,25.8545,-1.96381,-29.1748
STATIC_1,1,3830.0,881.0,3991.0,25.8057,-1.85394,-28.9795
STATIC_1,1,3844.0,889.0,4009.0,25.8545,-2.02179,-29.1504
STATIC_1,1,3836.0,899.0,4014.0,25.8301,-1.81732,-29.0039
STATIC_1,1,3846.0,875.0,4005.0,25.8545,-1.98669,-29.1016
STATIC_1,1,3841.0,889.0,4019.0,25.8545,-1.97601,-29.1748
STATIC_1,1,3840.0,891.0,4009.0,25.8301,-2.01721,-29.1504
STATIC_1,1,3833.0,868.0,4004.0,25.8545,-2.0401,-29.1504
STATIC_1,1,3846.0,882.0,4000.0,25.8545,-2.02179,-29.1748
STATIC_1,1,3853.0,879.0,4005.0,25.8545,-2.03094,-29.1504
STATIC_1,1,3829.0,884.0,3994.0,25.8789,-1.99127,-29.1748
STATIC_1,1,3836.0,886.0,4009.0,25.8789,-2.02179,-29.1748
STATIC_1,1,3839.0,885.0,4004.0,25.8301,-1.85852,-29.0039
STATIC_1,1,3829.0,888.0,3974.0,25.8545,-1.86157,-29.0771
STATIC_1,1,3833.0,887.0,3992.0,25.8545,-1.86615,-28.9551
STATIC_1,1,3851.0,889.0,4009.0,25.8545,-1.98669,-29.1748
STATIC_1,1,3835.0,873.0,3991.0,25.8545,-1.92871,-29.0771
STATIC_1,1,3827.0,904.0,3994.0,25.8301,-2.04468,-29.126
STATIC_1,1,3835.0,888.0,4009.0,25.8789,-1.96838,-28.9551
STATIC_1,1,3835.0,880.0,4024.0,25.8545,-1.99127,-29.1504
STATIC_1,1,3843.0,880.0,4010.0,25.8545,-2.05383,-29.1748
STATIC_1,1,3850.0,891.0,3995.0,25.8789,-1.96381,-29.1992
STATIC_1,1,3829.0,896.0,4023.0,25.8545,-2.00043,-29.126
STATIC_1,1,3844.0,898.0,3995.0,25.8545,-1.96838,-29.126
STATIC_1,1,3829.0,902.0,4004.0,25.8545,-1.95312,-29.1748
STATIC_1,1,3827.0,899.0,3981.0,25.8301,-1.96381,-29.126
STATIC_1,1,3847.0,895.0,4012.0,25.8301,-1.96991,-29.1504
STATIC_1,1,3839.0,889.0,3995.0,25.8789,-1.95618,-29.126
STATIC_1,1,3839.0,894.0,3977.0,25.8545,-1.87683,-29.0283
STATIC_1,1,3840.0,903.0,3972.0,25.8545,-2.01721,-29.1016
STATIC_1,1,3829.0,891.0,4003.0,25.8545,-1.84479,-29.0039
STATIC_1,1,3852.0,884.0,3965.0,25.8545,-2.00958,-29.1748
STATIC_1,1,3841.0,891.0,3977.0,25.8301,-1.81732,-28.9307
STATIC_1,1,3855.0,902.0,4000.0,25.8789,-2.01263,-29.126
STATIC_1,1,3845.0,886.0,4000.0,25.8301,-1.80817,-28.9551
STATIC_1,1,3846.0,883.0,3975.0,25.8789,-2.00043,-29.1992
STATIC_1,1,3848.0,897.0,3979.0,25.8789,-1.94702,-29.126
STATIC_1,1,3844.0,904.0,3999.0,25.8545,-2.01721,-29.1748
STATIC_1,1,3833.0,896.0,3952.0,25.9033,-1.95618,-29.1748
STATIC_1,1,3826.0,892.0,3987.0,25.9033,-2.02179,-29.1504
STATIC_1,1,3845.0,891.0,3974.0,25.8545,-2.00043,-29.1504
STATIC_1,1,3843.0,888.0,3969.0,25.9033,-2.01263,-29.2236
STATIC_1,1,3841.0,869.0,3978.0,25.8789,-2.00043,-29.1016
STATIC_1,1,3848.0,896.0,3991.0,25.8545,-1.84021,-28.9795
STATIC_1,1,3834.0,894.0,3983.0,25.8789,-1.93787,-29.0771
STATIC_1,1,3845.0,882.0,3981.0,25.8301,-1.84021,-28.9307
STATIC_1,1,3848.0,875.0,3996.0,25.9033,-1.92413,-29.1016
STATIC_1,1,3845.0,894.0,3982.0,25.8545,-1.96991,-28.9795
STATIC_1,1,3844.0,893.0,3999.0,25.8789,-1.97296,-29.1504
STATIC_1,1,3842.0,900.0,3988.0,25.8545,-1.81732,-28.9795
STATIC_1,1,3847.0,898.0,3988.0,25.8545,-2.005,-29.1016
STATIC_1,1,3834.0,903.0,4004.0,25.9033,-1.96075,-29.1504
STATIC_1,1,3826.0,883.0,4008.0,25.8789,-1.97754,-29.1504
STATIC_1,1,3845.0,884.0,3975.0,25.8545,-2.01263,-29.1504
STATIC_1,1,3834.0,902.0,3980.0,25.8789,-2.00043,-29.1748
STATIC_1,1,3830.0,913.0,3972.0,25.8301,-1.94702,-29.0771
STATIC_1,1,3842.0,899.0,4000.0,25.9033,-2.0401,-29.1748
STATIC_1,1,3818.0,900.0,4009.0,25.8545,-1.99585,-29.1504
STATIC_1,1,3838.0,896.0,3990.0,25.8545,-2.04926,-29.1504
STATIC_1,1,3838.0,902.0,3970.0,25.8545,-1.87531,-29.0283
STATIC_1,1,3833.0,887.0,3992.0,25.8789,-2.05994,-29.1992
STATIC_1,1,3840.0,886.0,4001.0,25.8301,-1.84479,-28.9551
STATIC_1,1,3832.0,902.0,3978.0,25.8545,-1.87531,-28.9795
STATIC_1,1,3845.0,888.0,4017.0,25.8301,-1.83563,-28.9307
STATIC_1,1,3834.0,888.0,4021.0,25.8545,-1.85394,-29.0771
STATIC_1,1,3828.0,890.0,4015.0,25.8789,-2.00958,-29.126
STATIC_1,1,3827.0,896.0,3991.0,25.8789,-2.03094,-29.126
STATIC_1,1,3834.0,874.0,4003.0,25.8789,-1.9928,-29.1992
STATIC_1,1,3833.0,902.0,3991.0,25.8789,-1.96075,-29.126
STATIC_1,1,3836.0,905.0,3995.0,25.8789,-1.98669,-29.126
STATIC_1,1,3841.0,909.0,3976.0,25.8789,-1.98212,-29.126
STATIC_1,1,3836.0,902.0,3996.0,25.8545,-1.97296,-29.1016
STATIC_1,1,3851.0,904.0,3981.0,25.9033,-1.96838,-29.1504
STATIC_1,1,3834.0,897.0,3991.0,25.8301,-2.03094,-29.1504
STATIC_1,1,3829.0,910.0,3994.0,25.8301,-1.81274,-28.9062
STATIC_1,1,3859.0,892.0,3977.0,25.9033,-2.11945,-29.2236
STATIC_1,1,3847.0,890.0,3982.0,25.8301,-1.80054,-28.9062
STATIC_1,1,3842.0,902.0,4000.0,25.8789,-2.00043,-29.1748
STATIC_1,1,3847.0,890.0,3986.0,25.8545,-1.78223,-28.9307
STATIC_1,1,3859.0,880.0,3997.0,25.8545,-2.10266,-29.2236
STATIC_1,1,3837.0,876.0,3992.0,25.8545,-1.77612,-28.9307
STATIC_1,1,3854.0,892.0,3965.0,25.8545,-2.00043,-29.1748
STATIC_1,1,3838.0,889.0,3981.0,25.8789,-1.9928,-29.126
STATIC_1,1,3860.0,880.0,3992.0,25.9033,-1.97754,-29.1748
STATIC_1,1,3839.0,891.0,4000.0,25.8789,-1.98059,-29.1016
STATIC_1,1,3839.0,902.0,3985.0,25.9277,-2.15149,-29.2236
STATIC_1,1,3825.0,892.0,3987.0,25.8789,-1.96991,-29.1504
STATIC_1,1,3839.0,881.0,3995.0,25.9033,-2.00958,-29.1016
STATIC_1,1,3842.0,893.0,3981.0,25.9033,-1.95312,-29.1504
STATIC_1,1,3850.0,882.0,3989.0,25.8545,-1.96838,-29.0771
STATIC_1,1,3841.0,887.0,3978.0,25.8545,-1.77612,-28.9307
STATIC_1,1,3855.0,876.0,3981.0,25.8545,-1.92413,-29.126
STATIC_1,1,3833.0,886.0,3967.0,25.8545,-1.87073,-29.0039
STATIC_1,1,3823.0,884.0,3980.0,25.8789,-1.93329,-29.1016
STATIC_1,1,3833.0,885.0,3989.0,25.8545,-1.82648,-28.9062
STATIC_1,1,3854.0,901.0,3969.0,25.9033,-1.84021,-28.9307
STATIC_1,1,3837.0,898.0,3968.0,25.8545,-1.81274,-29.0771
STATIC_1,1,3854.0,895.0,3981.0,25.8545,-1.95618,-29.0771
STATIC_1,1,3846.0,884.0,4022.0,25.9033,-2.03094,-29.1748
STATIC_1,1,3844.0,901.0,3998.0,25.9033,-1.97296,-29.1748
STATIC_1,1,3828.0,881.0,3990.0,25.8545,-2.01721,-29.1748
STATIC_1,1,3837.0,884.0,3990.0,25.8545,-1.97296,-29.2236
STATIC_1,1,3830.0,905.0,3971.0,25.8545,-1.97754,-29.1504
STATIC_1,1,3826.0,887.0,3973.0,25.8789,-1.97601,-29.1748
STATIC_1,1,3855.0,890.0,3982.0,25.8789,-2.0752,-29.2236
STATIC_1,1,3840.0,896.0,3988.0,25.8057,-1.79291,-28.9062
STATIC_1,1,3834.0,881.0,4003.0,25.8789,-2.04468,-29.248
STATIC_1,1,3837.0,896.0,3992.0,25.8301,-1.73035,-28.9062
STATIC_1,1,3847.0,891.0,3958.0,25.9033,-1.91498,-29.1016
STATIC_1,1,3859.0,875.0,4002.0,25.8789,-1.73035,-28.8818
STATIC_1,1,3844.0,891.0,3959.0,25.9033,-1.92413,-29.0527
STATIC_1,1,3845.0,892.0,3970.0,25.9521,-1.75629,-28.8574
STATIC_1,1,3837.0,878.0,4009.0,25.9521,-1.99127,-28.9795
STATIC_1,1,3860.0,885.0,3992.0,25.9277,-2.05383,-29.0527
STATIC_1,1,3849.0,894.0,3973.0,25.9033,-2.0401,-29.1504
STATIC_1,1,3843.0,904.0,3974.0,25.8789,-2.01721,-29.1016
STATIC_1,1,3860.0,890.0,4004.0,25.8789,-2.03552,-29.1992
STATIC_1,1,3832.0,889.0,4010.0,25.8789,-2.01721,-29.2725
STATIC_1,1,3830.0,888.0,3983.0,25.8301,-2.0401,-29.2725
STATIC_1,1,3846.0,884.0,3997.0,25.9033,-1.91956,-29.4434
STATIC_1,1,3836.0,891.0,3977.0,26.0498,-1.93787,-29.248
STATIC_1,1,3843.0,892.0,3971.0,25.8789,-2.03094,-29.1016
STATIC_1,1,3855.0,895.0,4002.0,25.8545,-2.00958,-29.1504
STATIC_1,1,3850.0,887.0,3996.0,25.8301,-2.07062,-29.1016
STATIC_1,1,3841.0,903.0,3996.0,25.8545,-2.005,-29.1504
STATIC_1,1,3827.0,912.0,3976.0,25.8301,-1.96381,-29.0771
STATIC_1,1,3851.0,894.0,3959.0,25.8057,-1.7868,-28.9307
STATIC_1,1,3845.0,897.0,4000.0,25.8545,-1.92413,-29.126
STATIC_1,1,3830.0,884.0,3985.0,25.8301,-1.95312,-29.0771
STATIC_1,1,3831.0,891.0,3976.0,25.8301,-1.96075,-29.1016
STATIC_1,1,3839.0,887.0,3967.0,25.8545,-1.91956,-29.1504
STATIC_1,1,3835.0,891.0,4023.0,25.8545,-2.03552,-29.126
STATIC_1,1,3843.0,888.0,3997.0,25.9033,-1.92871,-29.1016
